Soil_Type,Crop_Type,Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Irrigation,Crop_Yield_tonnes_per_ha
Loamy,Rice,847.8,23.8,7.64,21.2,3.52,6.5,7.37,Yes,9.25
Clay,Wheat,338.4,14.7,7.11,51.4,9.1,8.9,2.59,Yes,6.97
Peaty,Cotton,600.2,21.5,6.86,,5.29,8.8,1.52,No,6.24
Loamy,Barley,993.2,15.2,5.7,143.7,7.54,10.7,7.42,Yes,8.41
Sandy,Soybean,858.3,26.6,7.13,,2.91,7.9,7.25,Yes,7.25
Silty,Barley,689.7,21.3,6.11,160.9,4.29,7.8,10.14,Yes,9.06
Clay,Soybean,1067.2,21.9,5.82,95.9,7.08,6.8,6.87,No,7.04
Loamy,Maize,,26.9,7.09,169.2,4.27,8.0,14.71,Yes,11.3
Clay,Barley,559.9,18.3,6.25,120.3,7.82,8.9,3.15,Yes,8.2
Clay,Maize,1220.2,29.5,7.04,175.6,6.41,7.9,1.86,No,10.18
Silty,Maize,1054.3,27.5,8.48,121.0,0.4,11.5,10.83,Yes,9.86
Sandy,Maize,873.0,21.2,5.91,120.9,2.64,10.4,6.22,Yes,10.42
Peaty,,596.6,21.9,6.58,215.4,8.4,6.0,4.58,No,7.53
Silty,Maize,1065.3,27.5,7.33,148.8,2.97,8.1,15.76,Yes,11.59
Loamy,Wheat,639.7,27.7,5.61,54.9,2.88,8.2,1.9,No,7.53
Peaty,Rice,,29.2,5.45,118.7,6.66,10.9,0.48,Yes,8.77
Clay,Barley,828.4,20.0,8.4,123.1,2.84,9.1,2.18,Yes,7.25
,Soybean,851.4,25.8,7.03,117.1,5.44,7.0,9.88,No,7.1
Silty,Barley,960.3,24.1,6.69,107.3,0.96,9.2,1.11,Yes,8.44
Loamy,Wheat,832.6,34.6,5.97,187.9,9.73,7.0,3.22,Yes,8.2
Peaty,Cotton,843.5,23.2,6.97,322.2,8.11,6.9,1.76,Yes,6.94
Sandy,Soybean,1118.4,19.7,7.76,164.8,,5.8,13.67,,6.59
Silty,Maize,917.4,17.5,6.44,56.8,2.48,5.9,1.6,Yes,11.1
Clay,Wheat,1024.0,28.7,6.61,135.8,3.76,,8.25,Yes,8.25
Sandy,,1076.7,20.1,6.67,217.5,7.02,7.2,4.43,No,7.41
Loamy,Rice,915.2,17.8,7.14,104.3,6.66,9.4,3.62,Yes,9.7
Peaty,Cotton,1192.1,21.5,7.08,215.3,1.59,7.5,28.78,Yes,8.1
Peaty,Barley,573.2,28.4,5.76,169.7,6.36,8.1,8.4,Yes,7.44
Clay,Cotton,995.3,25.4,5.26,235.0,6.02,9.8,7.31,Yes,7.49
Sandy,Wheat,974.9,27.0,7.48,283.7,1.99,7.9,1.92,No,6.32
Clay,Wheat,943.4,21.4,8.2,134.3,4.78,8.2,6.18,No,6.73
Peaty,Rice,668.0,22.0,6.43,185.1,5.53,7.0,0.36,No,8.64
Loamy,Barley,607.9,23.1,5.49,205.5,6.75,7.5,5.17,Yes,8.27
Clay,Wheat,1241.5,28.8,6.92,60.3,7.3,6.7,2.88,Yes,8.16
Peaty,Rice,604.9,29.5,6.54,162.3,4.63,6.4,2.24,No,7.49
Peaty,Rice,774.1,29.6,6.86,104.3,3.06,6.3,12.4,Yes,9.13
Loamy,Rice,689.2,34.6,8.81,183.3,2.53,6.5,6.99,No,6.78
Silty,,1136.2,24.8,7.13,182.8,7.18,7.1,7.76,Yes,8.28
Silty,Rice,866.4,25.1,6.99,,6.24,8.0,9.98,Yes,10.29
Silty,Maize,792.2,30.9,7.08,135.4,3.84,7.5,2.89,No,9.99
Peaty,Maize,1409.0,28.5,7.07,174.8,9.44,5.6,1.76,Yes,9.45
Clay,Rice,721.6,29.8,7.05,106.3,4.62,7.2,2.82,Yes,8.96
Peaty,Wheat,,27.6,7.69,172.5,7.6,6.9,1.59,Yes,7.43
Clay,Barley,1238.0,19.9,6.44,220.6,7.67,8.9,1.83,,8.06
Peaty,Barley,1084.9,25.5,3.8,154.8,5.89,7.4,3.46,Yes,6.16
Sandy,Cotton,1007.9,23.8,5.77,197.9,2.07,6.5,1.23,No,6.01
Peaty,Rice,860.7,18.1,5.01,95.8,2.1,6.9,,Yes,7.82
Clay,Cotton,696.4,26.6,6.83,115.0,3.3,5.3,2.32,No,5.88
Loamy,Rice,1234.9,16.6,,,5.08,4.6,3.57,No,9.07
Sandy,Rice,1299.8,27.2,6.69,133.2,7.5,8.2,6.58,No,8.51
Silty,Wheat,841.3,25.0,5.81,182.5,5.07,4.3,18.26,Yes,9.07
Peaty,Cotton,1023.2,22.7,,168.8,12.74,8.9,7.52,No,6.85
Silty,Soybean,1136.5,22.4,4.65,221.6,5.52,,2.36,Yes,7.98
Peaty,Rice,881.9,27.3,8.48,142.8,4.82,6.6,2.9,No,7.24
Clay,Cotton,973.7,25.3,7.63,85.6,5.52,5.3,1.5,Yes,6.93
Peaty,Cotton,657.0,15.4,6.81,240.8,3.49,5.6,2.48,,6.15
Silty,Cotton,828.2,20.0,7.01,194.7,4.84,5.1,,No,7.74
Silty,Rice,1134.4,11.9,6.6,51.7,10.11,8.8,3.71,Yes,8.2
Clay,Rice,997.5,26.4,7.3,74.8,6.86,7.7,12.44,Yes,9.67
Silty,Cotton,1176.4,21.6,6.33,177.8,0.59,8.1,2.88,No,7.51
Silty,Maize,,19.9,8.06,136.4,2.97,7.7,5.59,Yes,10.77
,Maize,531.2,23.8,,,5.96,5.7,2.16,No,9.57
Peaty,Cotton,823.8,,7.58,,1.23,5.4,2.83,No,6.19
Sandy,Rice,897.7,25.4,5.72,183.6,4.7,7.2,7.37,No,7.91
Clay,Barley,833.5,26.5,7.8,192.0,3.02,6.3,8.24,Yes,7.67
Loamy,Cotton,860.0,13.3,6.75,136.7,7.53,,7.06,Yes,7.4
Sandy,Soybean,1242.9,26.7,6.44,154.6,6.44,4.7,6.93,No,6.3
Loamy,Soybean,1290.1,28.9,5.82,31.3,4.31,6.3,5.25,Yes,8.17
Sandy,Soybean,968.4,19.4,5.87,211.1,5.04,6.2,1.19,No,7.3
Silty,Barley,680.0,30.1,6.81,111.5,5.91,9.1,9.71,Yes,7.97
Sandy,Rice,875.2,27.3,7.18,134.7,3.87,6.5,6.73,Yes,9.08
Peaty,Wheat,253.2,21.1,6.36,179.9,6.46,9.8,2.1,No,7.46
,Barley,636.9,21.3,7.91,25.8,3.02,4.9,2.84,Yes,6.13
Loamy,Barley,1142.1,23.1,7.42,154.9,2.59,6.8,1.49,Yes,8.95
Sandy,Wheat,818.4,27.8,5.79,278.7,9.79,9.7,8.61,,8.27
Silty,Barley,740.1,24.2,6.53,140.4,8.51,9.6,12.35,Yes,9.18
Silty,Rice,1389.6,28.5,5.91,95.4,10.88,6.7,5.71,Yes,9.18
Clay,Maize,939.4,29.8,6.42,108.8,6.93,7.2,2.15,No,9.77
Sandy,Rice,759.2,23.6,6.92,251.8,1.11,8.8,0.98,No,8.54
Clay,Barley,699.0,25.3,,121.0,5.66,6.7,,No,7.97
Sandy,Maize,915.2,20.0,6.68,45.3,,7.0,60.66,Yes,10.51
Clay,Barley,1107.4,18.5,,109.5,5.05,9.1,1.02,No,7.21
Loamy,Maize,1108.4,18.1,6.49,155.3,0.19,5.8,1.02,Yes,11.55
Loamy,Wheat,647.1,19.4,5.47,232.0,4.49,7.1,7.13,No,7.62
Peaty,Cotton,1122.8,33.8,6.37,,0.0,8.4,4.33,Yes,6.62
Sandy,Barley,828.8,22.2,4.75,110.7,,7.3,4.25,,7.74
Sandy,Soybean,906.7,21.3,6.82,137.2,11.0,7.7,2.1,No,6.5
Loamy,Cotton,1038.7,22.3,7.8,270.4,3.44,9.7,2.12,Yes,7.7
Loamy,Rice,1012.0,31.4,7.61,150.6,2.5,7.2,2.71,No,9.03
Clay,Maize,865.8,24.9,5.4,257.2,0.93,5.4,6.28,No,9.9
Silty,Rice,723.7,26.1,6.82,0.0,6.52,9.8,2.59,No,7.85
Loamy,Soybean,1104.8,20.9,5.64,106.8,4.79,7.8,1.87,Yes,7.96
Clay,Soybean,635.6,27.2,6.06,204.7,5.64,9.1,1.26,No,7.27
Loamy,Maize,1073.6,21.6,6.2,169.9,4.86,9.8,3.47,Yes,12.12
Silty,Rice,960.5,23.9,6.85,77.3,6.03,4.2,3.74,No,8.89
Sandy,Soybean,1129.9,22.0,6.42,105.8,6.93,5.6,2.33,Yes,7.27
Loamy,Maize,671.5,27.0,6.9,210.5,7.38,6.3,3.68,No,10.15
Sandy,Rice,750.0,26.0,,,4.78,4.8,1.59,No,7.28
Sandy,Maize,1080.5,19.3,7.33,90.0,1.79,6.4,6.27,No,9.47
Loamy,Rice,914.3,35.9,4.73,117.9,4.55,4.3,16.53,Yes,7.65
Loamy,Rice,778.4,28.0,5.68,250.9,2.34,8.3,9.35,No,8.91
Silty,Rice,860.2,20.9,6.37,248.7,3.9,8.5,4.64,No,9.28
Clay,Wheat,840.9,30.9,6.35,226.0,3.31,7.0,2.44,Yes,7.47
Peaty,Barley,916.5,32.1,5.76,89.6,6.79,7.4,6.15,Yes,7.72
Peaty,Maize,613.7,20.7,5.84,223.9,4.19,5.0,3.55,No,10.26
Silty,Maize,958.3,36.3,6.25,127.9,3.5,6.6,0.96,Yes,10.37
Clay,Soybean,525.5,24.4,5.15,163.8,4.88,6.9,0.87,Yes,6.76
,Cotton,846.6,27.3,6.78,112.7,0.0,7.7,33.26,No,5.76
Silty,Soybean,1080.1,30.8,,160.4,4.13,5.6,1.17,Yes,7.26
Peaty,Barley,1284.6,30.2,6.8,90.8,4.36,5.6,0.84,No,6.65
Sandy,Wheat,1281.9,20.8,7.09,,5.24,6.0,6.72,,7.28
Peaty,Soybean,671.2,24.2,5.1,85.1,8.74,5.2,2.8,Yes,7.32
Peaty,Maize,985.1,25.9,7.8,197.2,3.26,9.8,4.72,Yes,10.68
Silty,Wheat,325.3,16.0,5.89,149.6,8.04,10.4,4.78,No,8.04
Peaty,Rice,,28.0,7.12,168.0,1.74,10.0,12.13,Yes,9.57
Silty,Soybean,755.6,,7.36,,6.73,5.7,3.18,No,6.39
Loamy,Barley,795.1,27.1,6.18,95.1,4.96,7.2,4.8,Yes,8.84
,Rice,706.4,8.9,7.58,117.4,9.64,,3.34,Yes,8.41
Peaty,Maize,1158.6,22.3,6.46,105.2,6.96,4.5,4.17,No,9.5
Silty,Maize,741.6,17.5,6.3,77.0,9.7,7.9,3.72,Yes,10.49
Silty,Wheat,950.2,19.3,6.55,171.2,0.0,6.4,1.45,No,7.37
Silty,Wheat,1035.1,26.7,6.94,111.0,3.53,6.3,4.71,No,7.84
Clay,Cotton,630.4,17.8,4.58,,4.74,7.8,0.33,Yes,6.06
Loamy,Barley,1054.9,18.0,5.87,142.0,5.9,9.8,,Yes,8.82
Clay,Cotton,974.8,17.4,9.31,144.5,7.21,6.9,1.01,Yes,4.85
Peaty,Barley,1057.3,20.6,6.37,124.4,3.93,7.2,3.77,Yes,8.76
Silty,Maize,624.3,25.6,7.17,97.6,0.73,7.0,2.62,No,9.93
Loamy,Rice,1070.1,25.1,8.35,123.7,,7.8,2.7,Yes,8.8
Silty,Cotton,1257.7,28.8,7.63,212.3,3.3,,4.44,Yes,7.08
Clay,Maize,1088.0,12.8,7.2,158.5,4.82,6.2,4.48,Yes,10.62
Silty,Barley,960.5,28.6,6.92,223.2,8.17,8.9,4.53,No,7.54
Loamy,Barley,659.8,29.5,5.77,97.0,1.68,5.7,1.84,Yes,8.03
Loamy,Rice,777.2,26.2,6.41,189.0,2.85,8.8,6.77,No,9.52
Clay,Barley,617.2,17.4,6.47,155.9,4.67,7.0,3.78,Yes,7.84
Loamy,Soybean,1166.2,21.4,7.64,98.1,5.55,5.7,2.04,Yes,8.17
Clay,Maize,574.5,20.9,6.95,196.6,4.74,8.2,,No,10.69
Loamy,Soybean,1220.6,24.1,5.26,212.9,6.36,4.8,1.69,No,7.17
Peaty,Soybean,546.5,25.5,5.89,122.4,8.82,10.4,0.86,Yes,7.84
Peaty,Rice,849.7,27.5,6.19,94.4,1.31,8.3,3.13,No,9.05
Silty,Cotton,1246.0,23.0,5.63,194.4,4.82,5.4,2.53,Yes,7.2
Clay,Cotton,861.8,20.0,8.23,214.5,5.64,6.9,0.33,No,4.48
Loamy,Barley,,20.7,6.44,177.8,4.51,5.9,2.95,,9.39
Peaty,Wheat,487.5,21.6,8.1,56.6,,6.2,14.06,Yes,7.72
Sandy,Cotton,321.9,15.9,6.04,91.3,4.78,6.5,1.93,Yes,5.84
Peaty,Rice,904.8,22.3,6.49,175.7,1.52,6.3,3.47,No,8.9
Clay,Wheat,473.9,22.2,,84.7,7.88,7.0,2.47,Yes,7.0
Loamy,Wheat,882.6,,7.46,77.8,2.55,7.3,12.6,No,9.03
Peaty,Wheat,741.4,24.7,5.48,149.9,7.24,6.3,10.9,No,7.63
Silty,Cotton,1057.7,20.8,6.94,67.8,7.16,7.3,3.85,No,5.99
Sandy,Maize,841.4,25.3,6.58,91.1,4.53,9.4,15.63,Yes,10.66
Peaty,Cotton,,27.0,6.09,143.0,7.21,8.8,1.91,No,6.65
Silty,Soybean,1060.9,26.6,7.45,173.5,7.81,8.3,8.5,Yes,8.18
Sandy,Cotton,1164.6,28.3,6.74,201.2,4.27,7.6,0.71,Yes,6.42
Silty,Rice,706.9,23.2,7.27,154.2,3.98,7.6,12.3,Yes,9.76
Sandy,Cotton,782.9,23.4,5.06,164.9,7.07,10.7,1.12,Yes,7.09
Sandy,Cotton,560.8,15.0,6.12,201.1,0.0,7.8,2.9,No,4.93
Clay,Soybean,,31.3,6.48,125.0,4.17,6.3,0.99,Yes,7.21
Loamy,Rice,705.4,22.5,6.72,128.7,3.6,8.5,1.85,Yes,10.56
Clay,Soybean,694.1,34.1,,192.3,0.05,7.8,13.69,Yes,7.11
Clay,Barley,,22.9,5.27,95.3,4.68,8.4,41.31,No,6.85
Peaty,Rice,406.0,,6.79,,2.55,6.9,2.95,Yes,8.66
Clay,Cotton,948.6,18.7,7.01,221.9,6.89,5.7,1.55,No,6.58
Peaty,Rice,846.9,26.4,6.52,119.4,5.06,8.1,28.28,No,8.91
Loamy,Wheat,509.1,33.8,6.05,120.6,8.52,4.9,3.59,,7.29
Clay,Cotton,953.8,18.2,7.4,122.4,1.6,7.6,7.49,No,5.91
Peaty,Maize,1008.5,28.1,7.06,83.2,6.95,8.0,8.04,Yes,11.08
Silty,Soybean,780.8,17.8,5.65,203.6,3.42,7.3,2.38,No,7.49
Silty,Soybean,935.2,30.2,5.85,161.1,0.0,6.8,5.01,No,7.13
Clay,Maize,,20.6,7.13,2.5,6.95,7.3,6.06,No,9.17
Sandy,Maize,1030.3,30.4,6.27,182.0,,7.6,2.33,Yes,9.83
Loamy,Rice,1204.5,28.3,6.5,156.0,5.75,4.5,4.33,Yes,10.48
Peaty,Rice,362.6,31.6,6.14,134.7,5.09,8.7,4.35,No,7.65
Sandy,Maize,808.6,23.1,6.04,177.4,4.5,7.1,11.54,Yes,10.56
Loamy,Barley,,21.9,6.59,95.4,3.52,9.3,1.2,No,7.72
Loamy,Soybean,682.7,29.2,6.55,166.9,5.74,8.8,3.7,Yes,8.86
Peaty,Wheat,804.5,12.5,6.48,92.7,0.0,,1.7,Yes,8.04
Loamy,Soybean,1517.4,21.3,6.53,172.6,2.36,6.4,1.92,No,7.47
Peaty,Rice,1082.8,,7.07,252.2,3.84,5.6,1.6,No,8.6
Sandy,Soybean,998.9,26.2,7.48,57.2,6.48,7.7,3.04,Yes,6.81
Sandy,Cotton,,24.2,5.74,109.8,4.12,7.4,6.65,Yes,6.45
Clay,Cotton,,19.9,7.17,98.3,5.71,7.8,3.66,Yes,8.28
Sandy,Maize,,22.5,5.7,184.1,3.04,8.0,9.12,Yes,10.58
Loamy,Soybean,793.7,30.2,6.56,123.8,8.51,7.7,1.09,Yes,8.26
Loamy,Cotton,829.6,28.8,5.76,130.4,8.03,10.6,19.34,Yes,8.0
Clay,Cotton,854.3,9.2,6.39,67.9,7.93,10.4,1.37,Yes,5.7
Peaty,Barley,811.6,17.7,7.17,150.5,,8.6,3.08,Yes,8.8
Sandy,Soybean,,35.7,6.71,87.7,0.0,9.0,1.0,Yes,5.87
Loamy,Soybean,1024.9,19.1,6.28,211.0,8.29,6.3,2.73,Yes,9.09
Silty,Rice,898.2,22.6,7.29,207.2,6.65,7.2,11.1,No,10.2
Sandy,Cotton,1027.3,21.3,7.75,149.4,5.98,6.9,5.0,No,5.42
Loamy,Barley,,31.7,5.42,121.8,8.23,8.3,45.37,No,6.54
Silty,Soybean,,23.7,,198.9,3.62,7.9,2.37,No,7.37
Clay,Cotton,1179.9,16.7,7.34,132.0,6.48,8.9,9.55,Yes,6.73
Clay,Wheat,637.9,26.1,6.45,204.9,6.18,6.3,8.01,No,6.94
Loamy,Wheat,1246.6,16.7,6.6,284.6,7.37,8.0,3.28,Yes,8.89
Peaty,Maize,1039.0,18.7,5.97,203.5,2.87,8.2,1.97,Yes,11.08
Silty,Cotton,1110.2,19.7,7.24,18.5,8.31,8.2,1.86,Yes,6.84
Peaty,Soybean,860.8,14.9,7.43,,10.83,6.4,7.67,Yes,7.28
Silty,Rice,694.7,21.9,4.94,139.0,,,0.64,No,8.42
Loamy,Soybean,686.8,,7.31,197.8,0.37,6.6,3.77,No,6.81
Clay,Barley,1069.5,28.8,7.31,,,11.1,2.1,Yes,8.63
Clay,Wheat,1076.6,22.8,7.61,228.8,3.23,8.3,2.87,No,7.51
Clay,Rice,968.1,23.7,5.44,145.5,8.0,10.8,16.81,Yes,10.71
Peaty,Soybean,1015.1,29.0,7.39,136.2,6.03,8.7,0.6,No,6.42
Silty,Rice,,31.1,7.41,171.6,2.72,7.1,10.46,No,8.79
Loamy,Cotton,1087.6,26.0,5.82,225.4,4.93,,1.77,Yes,7.92
Peaty,Barley,1209.7,29.9,6.13,159.6,5.36,9.6,7.26,No,7.35
,Maize,1234.5,17.2,6.48,260.1,8.14,9.9,21.14,Yes,12.37
Silty,Wheat,800.8,26.4,,180.7,5.6,7.6,1.43,Yes,8.53
Silty,Rice,1025.1,19.0,6.54,203.5,4.67,7.2,1.59,No,8.75
Peaty,Wheat,988.6,24.5,6.19,17.2,2.02,7.1,2.87,Yes,7.06
Sandy,,785.6,35.4,5.88,165.2,5.44,7.5,1.38,No,7.01
Clay,Rice,657.4,26.2,,156.9,9.31,,2.98,Yes,9.73
Loamy,Cotton,1436.6,17.2,7.39,129.8,4.57,6.7,5.05,Yes,6.74
Clay,Cotton,651.4,25.2,5.72,100.6,2.94,7.3,19.04,Yes,6.5
Loamy,Barley,,20.2,8.3,196.7,5.01,8.9,4.37,Yes,8.17
,Rice,1004.1,25.0,8.06,199.3,11.69,7.9,3.82,No,8.7
Clay,Soybean,423.8,20.3,7.01,118.8,6.2,6.1,,No,6.72
Sandy,Wheat,584.4,18.3,8.58,312.4,5.42,7.9,2.55,No,6.41
Sandy,Wheat,1046.0,27.2,5.71,256.9,8.01,5.3,5.12,,8.48
Clay,,864.6,21.2,5.38,186.8,6.59,7.7,7.04,No,10.43
Silty,Barley,1445.5,32.9,6.41,117.4,4.07,6.1,2.12,No,6.42
Sandy,Wheat,837.8,25.3,6.04,237.4,2.84,6.4,2.29,No,7.94
Clay,Wheat,,30.1,6.42,108.3,8.41,6.2,0.56,No,7.14
,Maize,200.8,24.2,7.59,242.1,8.07,5.8,10.79,Yes,10.11
Clay,Soybean,878.9,20.6,6.48,200.0,4.99,7.5,0.29,No,7.03
Peaty,Rice,1280.8,15.5,7.93,119.6,3.47,4.9,2.25,Yes,8.01
Peaty,Soybean,1050.9,23.7,7.67,,6.65,5.5,1.9,Yes,7.4
Clay,Barley,581.3,,5.63,99.3,3.81,8.8,17.0,Yes,7.88
Loamy,Rice,809.0,18.6,7.23,,3.8,6.3,3.91,Yes,9.96
Loamy,Rice,711.0,34.8,6.85,173.4,3.39,6.9,3.5,No,9.58
Clay,Wheat,,25.8,5.99,123.5,1.74,9.0,1.44,No,7.6
Clay,Rice,1037.0,26.6,6.83,207.8,3.38,7.3,11.32,Yes,8.82
Loamy,Cotton,886.7,24.2,8.12,58.7,2.32,7.7,3.84,Yes,6.9
Loamy,Maize,927.6,29.1,6.76,97.7,4.31,9.6,1.76,No,10.28
Sandy,Barley,656.3,29.3,,171.2,3.8,5.1,5.15,No,6.78
Clay,Rice,1239.4,28.0,5.99,147.3,7.66,7.4,2.63,Yes,9.33
Silty,Rice,1039.0,21.5,5.3,132.3,2.65,7.9,4.88,Yes,9.4
Clay,Barley,500.3,21.4,6.73,202.7,3.35,9.4,9.38,No,7.76
Silty,Wheat,1028.8,29.2,7.63,,8.47,6.1,4.2,Yes,8.83
Silty,Wheat,1410.4,22.1,5.16,83.4,5.59,8.1,5.42,Yes,8.2
Sandy,Maize,1361.9,24.0,6.14,202.0,7.02,7.3,7.65,Yes,10.48
Clay,Maize,730.2,28.5,7.6,52.8,4.19,8.0,4.95,Yes,8.89
Peaty,Maize,1010.4,22.4,6.56,228.1,6.16,9.1,5.1,No,10.27
Loamy,Soybean,1065.1,,6.86,126.0,5.83,6.5,2.73,No,6.07
Silty,Rice,297.0,31.0,6.12,270.6,,6.8,8.06,Yes,8.88
Silty,Cotton,1211.2,17.5,4.7,95.0,3.0,7.5,2.99,Yes,6.81
Loamy,Cotton,558.7,,7.56,112.5,4.08,6.2,2.56,No,6.34
Peaty,Barley,937.5,28.7,5.91,179.4,3.74,5.3,1.44,No,6.88
Sandy,Soybean,1019.8,23.2,5.62,122.2,8.88,8.2,,Yes,8.49
Silty,Barley,1156.2,24.9,6.34,191.6,1.54,7.3,0.45,Yes,8.7
Clay,Maize,819.4,29.8,8.04,71.1,8.39,7.1,1.48,No,7.91
Loamy,Maize,1548.0,17.3,6.16,140.8,8.74,8.8,2.47,Yes,10.66
Silty,Wheat,565.7,30.4,6.66,155.2,2.35,5.5,1.57,No,6.42
Clay,Barley,739.7,22.3,6.41,193.8,6.14,7.9,3.01,No,7.67
Sandy,Rice,837.8,20.6,4.76,158.9,4.06,7.7,6.62,No,8.1
Loamy,Cotton,827.4,23.4,4.24,163.6,3.65,6.6,3.64,No,6.05
Loamy,Soybean,990.2,21.3,7.11,41.6,8.91,8.0,5.13,Yes,8.19
Loamy,Cotton,832.1,19.0,7.34,85.4,6.51,5.4,2.84,Yes,7.54
Sandy,Cotton,780.7,21.8,,146.3,,7.7,3.87,No,6.17
Sandy,Wheat,877.2,,6.62,141.1,8.0,8.8,3.45,No,7.32
Clay,Maize,831.8,21.4,7.0,271.7,8.84,9.1,1.28,No,10.93
Sandy,Maize,1594.0,23.9,6.27,104.7,0.32,8.9,4.11,Yes,10.43
Peaty,Wheat,481.6,,6.11,143.1,4.21,8.2,1.86,Yes,7.87
Peaty,Soybean,750.3,,6.2,132.9,5.95,8.9,5.6,No,7.96
Peaty,Maize,1010.7,23.4,6.94,85.8,7.34,8.6,3.47,No,10.05
Sandy,Cotton,1131.1,24.3,7.4,109.1,2.34,6.0,3.15,Yes,7.01
Sandy,Soybean,1052.1,22.5,5.68,187.4,6.09,10.7,16.06,No,7.05
Sandy,Cotton,1126.6,17.3,6.12,144.1,8.12,7.7,1.54,No,6.62
Clay,Rice,1354.7,19.6,7.65,93.8,1.16,9.4,4.43,No,7.65
Loamy,Barley,1173.0,19.7,6.88,139.7,5.97,7.3,1.67,No,8.06
Clay,Wheat,1415.2,21.4,7.55,156.5,4.34,4.6,5.08,No,7.81
Clay,Barley,689.4,14.9,5.09,163.1,4.32,4.9,2.36,Yes,6.84
Clay,Cotton,621.4,,5.67,,1.73,7.7,,Yes,6.79
Loamy,Maize,1036.9,24.0,5.17,43.6,2.45,7.7,0.75,No,10.05
Clay,Wheat,755.8,27.6,6.69,108.5,,7.7,4.88,Yes,7.64
Sandy,Wheat,848.8,22.3,6.73,137.9,3.73,,15.94,No,7.28
Silty,Barley,674.2,21.7,6.72,165.3,9.18,5.3,1.71,Yes,7.9
Loamy,Wheat,971.8,17.6,5.76,149.5,4.76,6.3,1.15,No,8.74
,Barley,699.5,34.2,6.87,69.5,10.71,5.0,10.39,No,5.59
Sandy,Maize,984.9,18.2,5.3,102.0,4.59,6.4,10.97,Yes,9.97
Peaty,Maize,716.2,21.1,5.58,181.2,4.52,8.2,8.13,No,10.33
Clay,Maize,946.1,26.3,5.51,,6.15,6.0,3.65,Yes,11.1
Peaty,Wheat,806.7,25.1,7.25,147.2,0.5,7.6,2.15,No,7.4
Sandy,,1248.4,16.9,6.21,279.1,1.72,,2.97,Yes,7.57
Clay,Rice,1098.7,27.5,7.52,227.6,0.73,7.2,9.28,Yes,8.61
Peaty,Maize,1075.3,21.0,7.09,,1.81,7.9,6.52,No,9.49
Peaty,Cotton,601.7,25.2,8.22,143.6,0.0,7.5,0.22,No,4.49
Clay,Wheat,622.3,33.6,6.84,92.1,7.98,7.1,7.04,No,6.99
Loamy,Soybean,509.3,26.8,7.24,190.7,3.31,6.7,2.05,Yes,8.12
Loamy,Wheat,800.4,23.6,8.54,238.8,5.85,7.3,1.98,No,8.05
Sandy,Barley,1121.3,31.1,6.05,142.6,7.03,7.3,1.63,Yes,7.86
Silty,Wheat,1396.7,14.9,6.07,174.8,3.76,8.1,10.67,Yes,8.92
Clay,Rice,762.4,29.4,7.46,147.2,6.49,7.6,4.63,Yes,8.82
Sandy,Barley,1230.8,22.6,6.36,142.1,,7.0,5.95,Yes,8.03
Silty,Maize,,22.9,6.02,24.7,2.07,5.7,1.63,Yes,9.58
Clay,Soybean,761.6,15.3,4.9,202.4,,6.7,2.14,Yes,7.3
Loamy,Maize,1381.5,29.7,6.35,241.8,5.0,4.4,1.65,Yes,10.48
Silty,Barley,979.1,30.6,5.81,119.0,8.84,9.0,2.43,Yes,8.08
Loamy,Rice,1212.7,16.7,8.07,87.0,9.48,6.9,22.0,Yes,10.22
Peaty,Cotton,699.7,19.0,7.15,148.3,9.23,8.4,3.62,Yes,7.25
Silty,Maize,438.2,32.9,6.34,152.6,3.15,6.3,6.07,Yes,10.01
Loamy,Soybean,835.1,24.6,6.9,133.2,6.08,5.0,2.22,No,7.42
Clay,Rice,1006.9,22.3,5.96,194.2,3.55,6.3,13.42,Yes,8.91
Silty,Rice,975.0,23.8,5.62,93.4,7.89,6.2,3.11,Yes,9.03
Silty,Barley,673.2,31.3,6.24,211.8,2.6,9.4,2.31,No,7.95
Clay,Soybean,931.6,21.5,6.23,168.9,0.38,11.3,,No,6.33
Peaty,Maize,,29.1,3.97,217.8,,7.8,4.32,Yes,10.03
Clay,Wheat,1183.1,20.4,7.25,169.4,2.74,6.9,3.72,No,8.69
Silty,Rice,1152.1,16.5,6.07,207.0,2.6,10.0,3.47,No,9.24
Silty,Cotton,1155.4,20.3,7.04,198.5,1.44,8.5,5.45,No,7.0
Clay,Maize,578.5,27.5,5.8,134.3,4.22,7.8,2.66,,9.31
Clay,Maize,702.5,17.8,7.16,143.2,4.34,8.6,6.17,Yes,10.51
Silty,Cotton,1088.7,27.0,7.24,213.9,5.09,9.8,5.01,Yes,7.04
Peaty,,726.6,34.4,7.23,236.9,3.95,8.9,2.52,Yes,7.76
,Cotton,886.9,17.7,5.39,157.7,0.68,8.9,12.49,Yes,6.75
Peaty,Cotton,922.1,29.5,7.47,222.3,7.43,7.1,,No,5.72
Silty,Wheat,763.0,23.7,6.39,173.2,1.44,8.3,4.15,Yes,8.86
Sandy,Rice,898.4,23.8,,87.8,0.0,6.8,6.12,Yes,9.29
Clay,Soybean,1121.6,25.0,6.58,118.2,3.16,10.7,0.9,Yes,7.82
Loamy,Cotton,991.1,29.0,7.07,203.4,7.21,8.3,3.67,No,6.93
